country_fr,iso3c,year,week,deaths_total,deaths_covid,baseline,diff_totals,diff_totals_perc
Royaume-Uni,GBR,2017,3,56772,NA,53804,2968,5.5
Royaume-Uni,GBR,2017,4,53735,NA,52329,1406,2.7
Royaume-Uni,GBR,2017,5,52519,NA,50526,1993,3.9
Royaume-Uni,GBR,2017,6,51353,NA,49848,1505,3
Royaume-Uni,GBR,2017,7,48989,NA,48479,510,1.1
Royaume-Uni,GBR,2017,8,49481,NA,48420,1061,2.2
Royaume-Uni,GBR,2017,9,47368,NA,46577,791,1.7
Royaume-Uni,GBR,2017,10,46629,NA,48340,-1711,-3.5
Royaume-Uni,GBR,2017,11,44868,NA,47132,-2264,-4.8
Royaume-Uni,GBR,2017,12,43630,NA,44288,-658,-1.5
Royaume-Uni,GBR,2017,13,42221,NA,42101,120,0.3
Royaume-Uni,GBR,2017,14,41753,NA,44496,-2743,-6.2
Royaume-Uni,GBR,2017,15,35871,NA,44425,-8554,-19.3
Royaume-Uni,GBR,2017,16,40556,NA,42683,-2127,-5
Royaume-Uni,GBR,2017,17,45753,NA,43749,2004,4.6
Royaume-Uni,GBR,2017,18,38224,NA,41521,-3297,-7.9
Royaume-Uni,GBR,2017,19,44855,NA,41005,3850,9.4
Royaume-Uni,GBR,2017,20,43316,NA,42621,695,1.6
Royaume-Uni,GBR,2017,21,42253,NA,41649,604,1.5
Royaume-Uni,GBR,2017,22,35215,NA,34621,594,1.7
Royaume-Uni,GBR,2017,23,41153,NA,41717,-564,-1.4
Royaume-Uni,GBR,2017,24,39441,NA,39439,2,0
Royaume-Uni,GBR,2017,25,40431,NA,39642,789,2
Royaume-Uni,GBR,2017,26,39298,NA,39252,46,0.1
Royaume-Uni,GBR,2017,27,39034,NA,38604,430,1.1
Royaume-Uni,GBR,2017,28,39399,NA,39170,229,0.6
Royaume-Uni,GBR,2017,29,38422,NA,38548,-126,-0.3
Royaume-Uni,GBR,2017,30,37382,NA,38324,-942,-2.5
Royaume-Uni,GBR,2017,31,37686,NA,38430,-744,-1.9
Royaume-Uni,GBR,2017,32,37976,NA,38514,-538,-1.4
Royaume-Uni,GBR,2017,33,39069,NA,38165,904,2.4
Royaume-Uni,GBR,2017,34,39524,NA,38550,974,2.5
Royaume-Uni,GBR,2017,35,34403,NA,34060,343,1
Royaume-Uni,GBR,2017,36,39954,NA,39940,14,0
Royaume-Uni,GBR,2017,37,39608,NA,39194,414,1.1
Royaume-Uni,GBR,2017,38,40170,NA,39156,1014,2.6
Royaume-Uni,GBR,2017,39,40764,NA,39358,1406,3.6
Royaume-Uni,GBR,2017,40,41049,NA,40387,662,1.6
Royaume-Uni,GBR,2017,41,41864,NA,41362,502,1.2
Royaume-Uni,GBR,2017,42,42127,NA,41852,275,0.7
Royaume-Uni,GBR,2017,43,41126,NA,41083,43,0.1
Royaume-Uni,GBR,2017,44,42036,NA,41864,172,0.4
Royaume-Uni,GBR,2017,45,43535,NA,43781,-246,-0.6
Royaume-Uni,GBR,2017,46,43361,NA,43996,-635,-1.4
Royaume-Uni,GBR,2017,47,44741,NA,44257,484,1.1
Royaume-Uni,GBR,2017,48,44448,NA,44173,275,0.6
Royaume-Uni,GBR,2017,49,45568,NA,45321,247,0.5
Royaume-Uni,GBR,2017,50,47511,NA,45953,1558,3.4
Royaume-Uni,GBR,2017,51,52825,NA,49390,3435,7
Royaume-Uni,GBR,2018,1,54023,NA,51304,2719,5.3
Royaume-Uni,GBR,2018,2,63917,NA,55805,8112,14.5
Royaume-Uni,GBR,2018,3,60156,NA,53804,6352,11.8
Royaume-Uni,GBR,2018,4,58889,NA,52329,6560,12.5
Royaume-Uni,GBR,2018,5,55711,NA,50526,5185,10.3
Royaume-Uni,GBR,2018,6,52074,NA,49848,2226,4.5
Royaume-Uni,GBR,2018,7,51375,NA,48479,2896,6
Royaume-Uni,GBR,2018,8,50753,NA,48420,2333,4.8
Royaume-Uni,GBR,2018,9,45336,NA,46577,-1241,-2.7
Royaume-Uni,GBR,2018,10,54658,NA,48340,6318,13.1
Royaume-Uni,GBR,2018,11,53155,NA,47132,6023,12.8
Royaume-Uni,GBR,2018,12,49412,NA,44288,5124,11.6
Royaume-Uni,GBR,2018,13,41458,NA,42101,-643,-1.5
Royaume-Uni,GBR,2018,14,45275,NA,44496,779,1.8
Royaume-Uni,GBR,2018,15,51150,NA,44425,6725,15.1
Royaume-Uni,GBR,2018,16,46785,NA,42683,4102,9.6
Royaume-Uni,GBR,2018,17,43093,NA,43749,-656,-1.5
Royaume-Uni,GBR,2018,18,42547,NA,41521,1026,2.5
Royaume-Uni,GBR,2018,19,36382,NA,41005,-4623,-11.3
Royaume-Uni,GBR,2018,20,42306,NA,42621,-315,-0.7
Royaume-Uni,GBR,2018,21,40477,NA,41649,-1172,-2.8
Royaume-Uni,GBR,2018,22,34523,NA,34621,-98,-0.3
Royaume-Uni,GBR,2018,23,41774,NA,41717,57,0.1
Royaume-Uni,GBR,2018,24,39078,NA,39439,-361,-0.9
Royaume-Uni,GBR,2018,25,38942,NA,39642,-700,-1.8
Royaume-Uni,GBR,2018,26,38780,NA,39252,-472,-1.2
Royaume-Uni,GBR,2018,27,38761,NA,38604,157,0.4
Royaume-Uni,GBR,2018,28,39132,NA,39170,-38,-0.1
Royaume-Uni,GBR,2018,29,38212,NA,38548,-336,-0.9
Royaume-Uni,GBR,2018,30,38303,NA,38324,-21,-0.1
Royaume-Uni,GBR,2018,31,38491,NA,38430,61,0.2
Royaume-Uni,GBR,2018,32,39133,NA,38514,619,1.6
Royaume-Uni,GBR,2018,33,37201,NA,38165,-964,-2.5
Royaume-Uni,GBR,2018,34,37632,NA,38550,-918,-2.4
Royaume-Uni,GBR,2018,35,33267,NA,34060,-793,-2.3
Royaume-Uni,GBR,2018,36,39588,NA,39940,-352,-0.9
Royaume-Uni,GBR,2018,37,38653,NA,39194,-541,-1.4
Royaume-Uni,GBR,2018,38,39029,NA,39156,-127,-0.3
Royaume-Uni,GBR,2018,39,38583,NA,39358,-775,-2
Royaume-Uni,GBR,2018,40,39993,NA,40387,-394,-1
Royaume-Uni,GBR,2018,41,40638,NA,41362,-724,-1.8
Royaume-Uni,GBR,2018,42,41353,NA,41852,-499,-1.2
Royaume-Uni,GBR,2018,43,40213,NA,41083,-870,-2.1
Royaume-Uni,GBR,2018,44,40181,NA,41864,-1683,-4
Royaume-Uni,GBR,2018,45,42671,NA,43781,-1110,-2.5
Royaume-Uni,GBR,2018,46,42709,NA,43996,-1287,-2.9
Royaume-Uni,GBR,2018,47,41788,NA,44257,-2469,-5.6
Royaume-Uni,GBR,2018,48,42156,NA,44173,-2017,-4.6
Royaume-Uni,GBR,2018,49,43171,NA,45321,-2150,-4.7
Royaume-Uni,GBR,2018,50,44466,NA,45953,-1487,-3.2
Royaume-Uni,GBR,2018,51,46463,NA,49390,-2927,-5.9
Royaume-Uni,GBR,2019,1,45910,NA,51304,-5394,-10.5
Royaume-Uni,GBR,2019,2,53203,NA,55805,-2602,-4.7
Royaume-Uni,GBR,2019,3,50037,NA,53804,-3767,-7
Royaume-Uni,GBR,2019,4,49150,NA,52329,-3179,-6.1
Royaume-Uni,GBR,2019,5,47409,NA,50526,-3117,-6.2
Royaume-Uni,GBR,2019,6,49007,NA,49848,-841,-1.7
Royaume-Uni,GBR,2019,7,49512,NA,48479,1033,2.1
Royaume-Uni,GBR,2019,8,47517,NA,48420,-903,-1.9
Royaume-Uni,GBR,2019,9,46348,NA,46577,-229,-0.5
Royaume-Uni,GBR,2019,10,45890,NA,48340,-2450,-5.1
Royaume-Uni,GBR,2019,11,44307,NA,47132,-2825,-6
Royaume-Uni,GBR,2019,12,43658,NA,44288,-630,-1.4
Royaume-Uni,GBR,2019,13,41485,NA,42101,-616,-1.5
Royaume-Uni,GBR,2019,14,42435,NA,44496,-2061,-4.6
Royaume-Uni,GBR,2019,15,43171,NA,44425,-1254,-2.8
Royaume-Uni,GBR,2019,16,37727,NA,42683,-4956,-11.6
Royaume-Uni,GBR,2019,17,42448,NA,43749,-1301,-3
Royaume-Uni,GBR,2019,18,46900,NA,41521,5379,13
Royaume-Uni,GBR,2019,19,38247,NA,41005,-2758,-6.7
Royaume-Uni,GBR,2019,20,43192,NA,42621,571,1.3
Royaume-Uni,GBR,2019,21,43034,NA,41649,1385,3.3
Royaume-Uni,GBR,2019,22,35078,NA,34621,457,1.3
Royaume-Uni,GBR,2019,23,42505,NA,41717,788,1.9
Royaume-Uni,GBR,2019,24,39767,NA,39439,328,0.8
Royaume-Uni,GBR,2019,25,39857,NA,39642,215,0.5
Royaume-Uni,GBR,2019,26,40065,NA,39252,813,2.1
Royaume-Uni,GBR,2019,27,38101,NA,38604,-503,-1.3
Royaume-Uni,GBR,2019,28,38740,NA,39170,-430,-1.1
Royaume-Uni,GBR,2019,29,38179,NA,38548,-369,-1
Royaume-Uni,GBR,2019,30,38437,NA,38324,113,0.3
Royaume-Uni,GBR,2019,31,38981,NA,38430,551,1.4
Royaume-Uni,GBR,2019,32,38475,NA,38514,-39,-0.1
Royaume-Uni,GBR,2019,33,38276,NA,38165,111,0.3
Royaume-Uni,GBR,2019,34,37831,NA,38550,-719,-1.9
Royaume-Uni,GBR,2019,35,34835,NA,34060,775,2.3
Royaume-Uni,GBR,2019,36,40690,NA,39940,750,1.9
Royaume-Uni,GBR,2019,37,40129,NA,39194,935,2.4
Royaume-Uni,GBR,2019,38,39827,NA,39156,671,1.7
Royaume-Uni,GBR,2019,39,40210,NA,39358,852,2.2
Royaume-Uni,GBR,2019,40,41212,NA,40387,825,2
Royaume-Uni,GBR,2019,41,42118,NA,41362,756,1.8
Royaume-Uni,GBR,2019,42,42785,NA,41852,933,2.2
Royaume-Uni,GBR,2019,43,42164,NA,41083,1081,2.6
Royaume-Uni,GBR,2019,44,42721,NA,41864,857,2
Royaume-Uni,GBR,2019,45,45070,NA,43781,1289,2.9
Royaume-Uni,GBR,2019,46,44896,NA,43996,900,2
Royaume-Uni,GBR,2019,47,45898,NA,44257,1641,3.7
Royaume-Uni,GBR,2019,48,46099,NA,44173,1926,4.4
Royaume-Uni,GBR,2019,49,45395,NA,45321,74,0.2
Royaume-Uni,GBR,2019,50,47337,NA,45953,1384,3
Royaume-Uni,GBR,2019,51,49813,NA,49390,423,0.9
Royaume-Uni,GBR,2020,1,50476,0,51304,-828,-1.6
Royaume-Uni,GBR,2020,2,59121,0,55805,3316,5.9
Royaume-Uni,GBR,2020,3,54572,0,53804,768,1.4
Royaume-Uni,GBR,2020,4,49769,0,52329,-2560,-4.9
Royaume-Uni,GBR,2020,5,48686,0,50526,-1840,-3.6
Royaume-Uni,GBR,2020,6,46275,0,49848,-3573,-7.2
Royaume-Uni,GBR,2020,7,45906,0,48479,-2573,-5.3
Royaume-Uni,GBR,2020,8,45522,0,48420,-2898,-6
Royaume-Uni,GBR,2020,9,45571,0,46577,-1006,-2.2
Royaume-Uni,GBR,2020,10,45914,3,48340,-2426,-5
Royaume-Uni,GBR,2020,11,46364,62,47132,-768,-1.6
Royaume-Uni,GBR,2020,12,44726,294,44288,438,1
Royaume-Uni,GBR,2020,13,46547,1684,42101,4446,10.6
Royaume-Uni,GBR,2020,14,68912,4390,44496,24416,54.9
Royaume-Uni,GBR,2020,15,77887,6596,44425,33462,75.3
Royaume-Uni,GBR,2020,16,92840,6022,42683,50157,117.5
Royaume-Uni,GBR,2020,17,91380,5342,43749,47631,108.9
Royaume-Uni,GBR,2020,18,75035,4341,41521,33514,80.7
Royaume-Uni,GBR,2020,19,53421,3331,41005,12416,30.3
Royaume-Uni,GBR,2020,20,61100,2731,42621,18479,43.4
Royaume-Uni,GBR,2020,21,51532,2118,41649,9883,23.7
Royaume-Uni,GBR,2020,22,41570,2131,34621,6949,20.1
Royaume-Uni,GBR,2020,23,44888,1552,41717,3171,7.6
Royaume-Uni,GBR,2020,24,41945,1139,39439,2506,6.4
Hongrie,HUN,2016,1,2823,NA,2907,-84,-2.9
Hongrie,HUN,2016,2,2640,NA,2897,-257,-8.9
Hongrie,HUN,2016,3,2562,NA,2931,-369,-12.6
Hongrie,HUN,2016,4,2615,NA,3020,-405,-13.4
Hongrie,HUN,2016,5,2483,NA,3054,-571,-18.7
Hongrie,HUN,2016,6,2640,NA,2998,-358,-11.9
Hongrie,HUN,2016,7,2575,NA,2909,-334,-11.5
Hongrie,HUN,2016,8,2491,NA,2858,-367,-12.8
Hongrie,HUN,2016,9,2535,NA,2837,-302,-10.6
Hongrie,HUN,2016,10,2496,NA,2774,-278,-10
Hongrie,HUN,2016,11,2438,NA,2692,-254,-9.4
Hongrie,HUN,2016,12,2481,NA,2603,-122,-4.7
Hongrie,HUN,2016,13,2537,NA,2567,-30,-1.2
Hongrie,HUN,2016,14,2456,NA,2478,-22,-0.9
Hongrie,HUN,2016,15,2318,NA,2445,-127,-5.2
Hongrie,HUN,2016,16,2349,NA,2385,-36,-1.5
Hongrie,HUN,2016,17,2364,NA,2396,-32,-1.3
Hongrie,HUN,2016,18,2279,NA,2342,-63,-2.7
Hongrie,HUN,2016,19,2370,NA,2288,82,3.6
Hongrie,HUN,2016,20,2381,NA,2266,115,5.1
Hongrie,HUN,2016,21,2261,NA,2276,-15,-0.7
Hongrie,HUN,2016,22,2285,NA,2314,-29,-1.3
Hongrie,HUN,2016,23,2235,NA,2219,16,0.7
Hongrie,HUN,2016,24,2151,NA,2290,-139,-6.1
Hongrie,HUN,2016,25,2481,NA,2296,185,8.1
Hongrie,HUN,2016,26,2303,NA,2206,97,4.4
Hongrie,HUN,2016,27,2102,NA,2178,-76,-3.5
Hongrie,HUN,2016,28,2276,NA,2228,48,2.2
Hongrie,HUN,2016,29,2210,NA,2260,-50,-2.2
Hongrie,HUN,2016,30,2277,NA,2319,-42,-1.8
Hongrie,HUN,2016,31,2221,NA,2382,-161,-6.8
Hongrie,HUN,2016,32,2120,NA,2262,-142,-6.3
Hongrie,HUN,2016,33,2222,NA,2196,26,1.2
Hongrie,HUN,2016,34,2241,NA,2238,3,0.1
Hongrie,HUN,2016,35,2320,NA,2296,24,1
Hongrie,HUN,2016,36,2246,NA,2224,22,1
Hongrie,HUN,2016,37,2365,NA,2291,74,3.2
Hongrie,HUN,2016,38,2263,NA,2300,-37,-1.6
Hongrie,HUN,2016,39,2423,NA,2408,15,0.6
Hongrie,HUN,2016,40,2447,NA,2454,-7,-0.3
Hongrie,HUN,2016,41,2538,NA,2482,56,2.3
Hongrie,HUN,2016,42,2493,NA,2419,74,3.1
Hongrie,HUN,2016,43,2527,NA,2407,120,5
Hongrie,HUN,2016,44,2458,NA,2378,80,3.4
Hongrie,HUN,2016,45,2471,NA,2400,71,3
Hongrie,HUN,2016,46,2483,NA,2418,65,2.7
Hongrie,HUN,2016,47,2539,NA,2474,65,2.6
Hongrie,HUN,2016,48,2540,NA,2473,67,2.7
Hongrie,HUN,2016,49,2635,NA,2623,12,0.5
Hongrie,HUN,2016,50,2585,NA,2592,-7,-0.3
Hongrie,HUN,2016,51,2845,NA,2696,149,5.5
Hongrie,HUN,2016,52,2897,NA,2720,177,6.5
Hongrie,HUN,2017,1,3155,NA,2907,248,8.5
Hongrie,HUN,2017,2,3311,NA,2897,414,14.3
Hongrie,HUN,2017,3,3449,NA,2931,518,17.7
Hongrie,HUN,2017,4,3574,NA,3020,554,18.3
Hongrie,HUN,2017,5,3616,NA,3054,562,18.4
Hongrie,HUN,2017,6,3256,NA,2998,258,8.6
Hongrie,HUN,2017,7,2991,NA,2909,82,2.8
Hongrie,HUN,2017,8,2890,NA,2858,32,1.1
Hongrie,HUN,2017,9,2668,NA,2837,-169,-6
Hongrie,HUN,2017,10,2671,NA,2774,-103,-3.7
Hongrie,HUN,2017,11,2582,NA,2692,-110,-4.1
Hongrie,HUN,2017,12,2584,NA,2603,-19,-0.7
Hongrie,HUN,2017,13,2546,NA,2567,-21,-0.8
Hongrie,HUN,2017,14,2422,NA,2478,-56,-2.3
Hongrie,HUN,2017,15,2492,NA,2445,47,1.9
Hongrie,HUN,2017,16,2527,NA,2385,142,6
Hongrie,HUN,2017,17,2480,NA,2396,84,3.5
Hongrie,HUN,2017,18,2479,NA,2342,137,5.8
Hongrie,HUN,2017,19,2340,NA,2288,52,2.3
Hongrie,HUN,2017,20,2323,NA,2266,57,2.5
Hongrie,HUN,2017,21,2209,NA,2276,-67,-2.9
Hongrie,HUN,2017,22,2382,NA,2314,68,2.9
Hongrie,HUN,2017,23,2126,NA,2219,-93,-4.2
Hongrie,HUN,2017,24,2145,NA,2290,-145,-6.3
Hongrie,HUN,2017,25,2297,NA,2296,1,0
Hongrie,HUN,2017,26,2136,NA,2206,-70,-3.2
Hongrie,HUN,2017,27,2143,NA,2178,-35,-1.6
Hongrie,HUN,2017,28,2288,NA,2228,60,2.7
Hongrie,HUN,2017,29,2271,NA,2260,11,0.5
Hongrie,HUN,2017,30,2140,NA,2319,-179,-7.7
Hongrie,HUN,2017,31,2657,NA,2382,275,11.5
Hongrie,HUN,2017,32,2292,NA,2262,30,1.3
Hongrie,HUN,2017,33,2147,NA,2196,-49,-2.2
Hongrie,HUN,2017,34,2155,NA,2238,-83,-3.7
Hongrie,HUN,2017,35,2239,NA,2296,-57,-2.5
Hongrie,HUN,2017,36,2186,NA,2224,-38,-1.7
Hongrie,HUN,2017,37,2290,NA,2291,-1,-0
Hongrie,HUN,2017,38,2312,NA,2300,12,0.5
Hongrie,HUN,2017,39,2351,NA,2408,-57,-2.4
Hongrie,HUN,2017,40,2428,NA,2454,-26,-1.1
Hongrie,HUN,2017,41,2496,NA,2482,14,0.6
Hongrie,HUN,2017,42,2357,NA,2419,-62,-2.6
Hongrie,HUN,2017,43,2338,NA,2407,-69,-2.9
Hongrie,HUN,2017,44,2397,NA,2378,19,0.8
Hongrie,HUN,2017,45,2324,NA,2400,-76,-3.2
Hongrie,HUN,2017,46,2423,NA,2418,5,0.2
Hongrie,HUN,2017,47,2503,NA,2474,29,1.2
Hongrie,HUN,2017,48,2437,NA,2473,-36,-1.5
Hongrie,HUN,2017,49,2655,NA,2623,32,1.2
Hongrie,HUN,2017,50,2580,NA,2592,-12,-0.5
Hongrie,HUN,2017,51,2605,NA,2696,-91,-3.4
Hongrie,HUN,2017,52,2628,NA,2720,-92,-3.4
Hongrie,HUN,2018,1,2595,NA,2907,-312,-10.7
Hongrie,HUN,2018,2,2546,NA,2897,-351,-12.1
Hongrie,HUN,2018,3,2675,NA,2931,-256,-8.7
Hongrie,HUN,2018,4,2655,NA,3020,-365,-12.1
Hongrie,HUN,2018,5,2731,NA,3054,-323,-10.6
Hongrie,HUN,2018,6,2833,NA,2998,-165,-5.5
Hongrie,HUN,2018,7,3037,NA,2909,128,4.4
Hongrie,HUN,2018,8,3161,NA,2858,303,10.6
Hongrie,HUN,2018,9,3237,NA,2837,400,14.1
Hongrie,HUN,2018,10,3218,NA,2774,444,16
Hongrie,HUN,2018,11,3016,NA,2692,324,12
Hongrie,HUN,2018,12,2878,NA,2603,275,10.6
Hongrie,HUN,2018,13,2774,NA,2567,207,8.1
Hongrie,HUN,2018,14,2622,NA,2478,144,5.8
Hongrie,HUN,2018,15,2576,NA,2445,131,5.4
Hongrie,HUN,2018,16,2336,NA,2385,-49,-2.1
Hongrie,HUN,2018,17,2300,NA,2396,-96,-4
Hongrie,HUN,2018,18,2294,NA,2342,-48,-2
Hongrie,HUN,2018,19,2160,NA,2288,-128,-5.6
Hongrie,HUN,2018,20,2154,NA,2266,-112,-4.9
Hongrie,HUN,2018,21,2352,NA,2276,76,3.3
Hongrie,HUN,2018,22,2393,NA,2314,79,3.4
Hongrie,HUN,2018,23,2228,NA,2219,9,0.4
Hongrie,HUN,2018,24,2243,NA,2290,-47,-2.1
Hongrie,HUN,2018,25,2188,NA,2296,-108,-4.7
Hongrie,HUN,2018,26,2140,NA,2206,-66,-3
Hongrie,HUN,2018,27,2225,NA,2178,47,2.2
Hongrie,HUN,2018,28,2285,NA,2228,57,2.6
Hongrie,HUN,2018,29,2265,NA,2260,5,0.2
Hongrie,HUN,2018,30,2389,NA,2319,70,3
Hongrie,HUN,2018,31,2479,NA,2382,97,4.1
Hongrie,HUN,2018,32,2419,NA,2262,157,6.9
Hongrie,HUN,2018,33,2199,NA,2196,3,0.1
Hongrie,HUN,2018,34,2323,NA,2238,85,3.8
Hongrie,HUN,2018,35,2254,NA,2296,-42,-1.8
Hongrie,HUN,2018,36,2267,NA,2224,43,1.9
Hongrie,HUN,2018,37,2356,NA,2291,65,2.8
Hongrie,HUN,2018,38,2385,NA,2300,85,3.7
Hongrie,HUN,2018,39,2362,NA,2408,-46,-1.9
Hongrie,HUN,2018,40,2498,NA,2454,44,1.8
Hongrie,HUN,2018,41,2512,NA,2482,30,1.2
Hongrie,HUN,2018,42,2432,NA,2419,13,0.5
Hongrie,HUN,2018,43,2409,NA,2407,2,0.1
Hongrie,HUN,2018,44,2361,NA,2378,-17,-0.7
Hongrie,HUN,2018,45,2362,NA,2400,-38,-1.6
Hongrie,HUN,2018,46,2408,NA,2418,-10,-0.4
Hongrie,HUN,2018,47,2555,NA,2474,81,3.3
Hongrie,HUN,2018,48,2559,NA,2473,86,3.5
Hongrie,HUN,2018,49,2644,NA,2623,21,0.8
Hongrie,HUN,2018,50,2677,NA,2592,85,3.3
Hongrie,HUN,2018,51,2797,NA,2696,101,3.7
Hongrie,HUN,2018,52,2860,NA,2720,140,5.1
Hongrie,HUN,2019,1,3054,NA,2907,147,5.1
Hongrie,HUN,2019,2,3090,NA,2897,193,6.7
Hongrie,HUN,2019,3,3037,NA,2931,106,3.6
Hongrie,HUN,2019,4,3234,NA,3020,214,7.1
Hongrie,HUN,2019,5,3384,NA,3054,330,10.8
Hongrie,HUN,2019,6,3263,NA,2998,265,8.8
Hongrie,HUN,2019,7,3034,NA,2909,125,4.3
Hongrie,HUN,2019,8,2888,NA,2858,30,1
Hongrie,HUN,2019,9,2909,NA,2837,72,2.5
Hongrie,HUN,2019,10,2713,NA,2774,-61,-2.2
Hongrie,HUN,2019,11,2733,NA,2692,41,1.5
Hongrie,HUN,2019,12,2469,NA,2603,-134,-5.1
Hongrie,HUN,2019,13,2411,NA,2567,-156,-6.1
Hongrie,HUN,2019,14,2414,NA,2478,-64,-2.6
Hongrie,HUN,2019,15,2393,NA,2445,-52,-2.1
Hongrie,HUN,2019,16,2327,NA,2385,-58,-2.4
Hongrie,HUN,2019,17,2442,NA,2396,46,1.9
Hongrie,HUN,2019,18,2316,NA,2342,-26,-1.1
Hongrie,HUN,2019,19,2283,NA,2288,-5,-0.2
Hongrie,HUN,2019,20,2208,NA,2266,-58,-2.6
Hongrie,HUN,2019,21,2283,NA,2276,7,0.3
Hongrie,HUN,2019,22,2196,NA,2314,-118,-5.1
Hongrie,HUN,2019,23,2288,NA,2219,69,3.1
Hongrie,HUN,2019,24,2623,NA,2290,333,14.5
Hongrie,HUN,2019,25,2217,NA,2296,-79,-3.4
Hongrie,HUN,2019,26,2247,NA,2206,41,1.9
Hongrie,HUN,2019,27,2242,NA,2178,64,2.9
Hongrie,HUN,2019,28,2065,NA,2228,-163,-7.3
Hongrie,HUN,2019,29,2292,NA,2260,32,1.4
Hongrie,HUN,2019,30,2471,NA,2319,152,6.6
Hongrie,HUN,2019,31,2170,NA,2382,-212,-8.9
Hongrie,HUN,2019,32,2215,NA,2262,-47,-2.1
Hongrie,HUN,2019,33,2218,NA,2196,22,1
Hongrie,HUN,2019,34,2235,NA,2238,-3,-0.1
Hongrie,HUN,2019,35,2373,NA,2296,77,3.4
Hongrie,HUN,2019,36,2199,NA,2224,-25,-1.1
Hongrie,HUN,2019,37,2154,NA,2291,-137,-6
Hongrie,HUN,2019,38,2241,NA,2300,-59,-2.6
Hongrie,HUN,2019,39,2494,NA,2408,86,3.6
Hongrie,HUN,2019,40,2442,NA,2454,-12,-0.5
Hongrie,HUN,2019,41,2382,NA,2482,-100,-4
Hongrie,HUN,2019,42,2394,NA,2419,-25,-1
Hongrie,HUN,2019,43,2355,NA,2407,-52,-2.2
Hongrie,HUN,2019,44,2297,NA,2378,-81,-3.4
Hongrie,HUN,2019,45,2443,NA,2400,43,1.8
Hongrie,HUN,2019,46,2358,NA,2418,-60,-2.5
Hongrie,HUN,2019,47,2301,NA,2474,-173,-7
Hongrie,HUN,2019,48,2355,NA,2473,-118,-4.8
Hongrie,HUN,2019,49,2558,NA,2623,-65,-2.5
Hongrie,HUN,2019,50,2526,NA,2592,-66,-2.5
Hongrie,HUN,2019,51,2536,NA,2696,-160,-5.9
Hongrie,HUN,2019,52,2494,NA,2720,-226,-8.3
Hongrie,HUN,2020,1,2609,NA,2907,-298,-10.3
Hongrie,HUN,2020,2,2582,NA,2897,-315,-10.9
Hongrie,HUN,2020,3,2582,NA,2931,-349,-11.9
Hongrie,HUN,2020,4,2718,NA,3020,-302,-10
Hongrie,HUN,2020,5,2799,NA,3054,-255,-8.3
Hongrie,HUN,2020,6,2633,NA,2998,-365,-12.2
Hongrie,HUN,2020,7,2750,NA,2909,-159,-5.5
Hongrie,HUN,2020,8,2584,NA,2858,-274,-9.6
Hongrie,HUN,2020,9,2779,NA,2837,-58,-2
Hongrie,HUN,2020,10,2604,0,2774,-170,-6.1
Hongrie,HUN,2020,11,2576,1,2692,-116,-4.3
Hongrie,HUN,2020,12,2794,7,2603,191,7.3
Hongrie,HUN,2020,13,2585,8,2567,18,0.7
Hongrie,HUN,2020,14,2518,31,2478,40,1.6
Hongrie,HUN,2020,15,2568,75,2445,123,5
Hongrie,HUN,2020,16,2501,91,2385,116,4.9
Hongrie,HUN,2020,17,2346,78,2396,-50,-2.1
Hongrie,HUN,2020,18,2220,72,2342,-122,-5.2
Hongrie,HUN,2020,19,2251,62,2288,-37,-1.6
Hongrie,HUN,2020,20,2259,42,2266,-7,-0.3
Hongrie,HUN,2020,21,1988,32,2276,-288,-12.7
Islande,ISL,2016,1,44,NA,45,-1,-2.2
Islande,ISL,2016,2,56,NA,49,7,14.3
Islande,ISL,2016,3,51,NA,44,7,15.9
Islande,ISL,2016,4,35,NA,44,-9,-20.5
Islande,ISL,2016,5,46,NA,46,0,0
Islande,ISL,2016,6,45,NA,46,-1,-2.2
Islande,ISL,2016,7,39,NA,46,-7,-15.2
Islande,ISL,2016,8,40,NA,46,-6,-13
Islande,ISL,2016,9,39,NA,43,-4,-9.3
Islande,ISL,2016,10,51,NA,45,6,13.3
Islande,ISL,2016,11,44,NA,45,-1,-2.2
Islande,ISL,2016,12,42,NA,41,1,2.4
Islande,ISL,2016,13,43,NA,48,-5,-10.4
Islande,ISL,2016,14,48,NA,44,4,9.1
Islande,ISL,2016,15,47,NA,46,1,2.2
Islande,ISL,2016,16,53,NA,49,4,8.2
Islande,ISL,2016,17,49,NA,45,4,8.9
Islande,ISL,2016,18,37,NA,40,-3,-7.5
Islande,ISL,2016,19,39,NA,43,-4,-9.3
Islande,ISL,2016,20,34,NA,40,-6,-15
Islande,ISL,2016,21,40,NA,42,-2,-4.8
Islande,ISL,2016,22,45,NA,44,1,2.3
Islande,ISL,2016,23,45,NA,47,-2,-4.3
Islande,ISL,2016,24,40,NA,39,1,2.6
Islande,ISL,2016,25,33,NA,39,-6,-15.4
Islande,ISL,2016,26,48,NA,51,-3,-5.9
Islande,ISL,2016,27,46,NA,43,3,7
Islande,ISL,2016,28,41,NA,39,2,5.1
Islande,ISL,2016,29,54,NA,41,13,31.7
Islande,ISL,2016,30,43,NA,42,1,2.4
Islande,ISL,2016,31,33,NA,34,-1,-2.9
Islande,ISL,2016,32,43,NA,40,3,7.5
Islande,ISL,2016,33,44,NA,36,8,22.2
Islande,ISL,2016,34,37,NA,43,-6,-14
Islande,ISL,2016,35,42,NA,38,4,10.5
